Scaffold,tRNA,rRNA,rRNAp,Mito,Plastid,GC-dev,GC-out,GC,Len,MD,PD,Organelle,Origin
NW_012424291.1,0,0,0,10,6,4.54,0,35.99,1.59,62.81,37.69,0,GCA_000233375.4
NW_012551874.1,0,0,0,6,6,0.44,0,40.98,1.16,51.55,51.55,0,GCA_000233375.4
NW_012570018.1,0,0,0,7,4,0.39,0,40.93,1.01,69.03,39.45,0,GCA_000233375.4
NW_012567215.1,0,0,0,7,4,0.11,0,40.64,1.03,68.23,38.99,0,GCA_000233375.4
NW_012566415.1,0,0,0,7,4,0.14,0,40.68,1.03,67.96,38.83,0,GCA_000233375.4
NW_012558965.1,0,0,0,7,4,0.89,0,39.65,1.08,64.7,36.97,0,GCA_000233375.4
NW_012557036.1,0,0,0,7,4,0.97,0,41.51,1.1,63.58,36.33,0,GCA_000233375.4
NW_012555775.1,0,0,0,7,4,0.54,0,41.08,1.11,62.78,35.87,0,GCA_000233375.4
NW_012555405.1,0,0,0,7,4,0.84,0,41.38,1.12,62.56,35.75,0,GCA_000233375.4
NW_012574235.1,0,0,0,6,4,0.92,0,41.46,1.0,59.94,39.96,0,GCA_000233375.4
NW_012554117.1,0,0,0,7,4,0.96,0,41.5,1.14,61.67,35.24,0,GCA_000233375.4
NW_012573994.1,0,0,0,6,4,0.68,0,41.22,1.0,59.88,39.92,0,GCA_000233375.4
NW_012572749.1,0,0,0,6,4,0.66,0,41.19,1.0,59.7,39.8,0,GCA_000233375.4
NW_012572704.1,0,0,0,6,4,0.86,0,41.39,1.0,59.7,39.8,0,GCA_000233375.4
NW_012572531.1,0,0,0,6,4,0.18,0,40.36,1.01,59.64,39.76,0,GCA_000233375.4
NW_012572402.1,0,0,0,6,4,0.52,0,41.05,1.01,59.64,39.76,0,GCA_000233375.4
NW_012572363.1,0,0,0,6,4,1.21,0,41.75,1.01,59.64,39.76,0,GCA_000233375.4
NW_012572236.1,0,0,0,6,4,0.12,0,40.42,1.01,59.58,39.72,0,GCA_000233375.4
NW_012571563.1,0,0,0,6,4,0.89,0,41.43,1.01,59.46,39.64,0,GCA_000233375.4
NW_012570913.1,0,0,0,6,4,0.02,0,40.55,1.01,59.35,39.56,0,GCA_000233375.4
NW_012570438.1,0,0,0,6,4,0.56,0,39.98,1.01,59.23,39.49,0,GCA_000233375.4
NW_012570210.1,0,0,0,6,4,0.92,0,41.46,1.01,59.23,39.49,0,GCA_000233375.4
NW_012569413.1,0,0,0,6,4,0.11,0,40.65,1.02,59.06,39.37,0,GCA_000233375.4
NW_012569353.1,0,0,0,6,4,0.27,0,40.81,1.02,59.0,39.33,0,GCA_000233375.4
NW_012569073.1,0,0,0,6,4,0.33,0,40.86,1.02,58.94,39.29,0,GCA_000233375.4
NW_012567740.1,0,0,0,6,4,1.2,0,41.74,1.02,58.65,39.1,0,GCA_000233375.4
NW_012567012.1,0,0,0,6,4,0.3,0,40.84,1.03,58.48,38.99,0,GCA_000233375.4
NW_012566465.1,0,0,0,6,4,0.28,0,40.82,1.03,58.31,38.87,0,GCA_000233375.4
NW_012566459.1,0,0,0,6,4,0.77,0,41.3,1.03,58.31,38.87,0,GCA_000233375.4
NW_012565627.1,0,0,0,6,4,0.4,0,40.14,1.03,58.03,38.68,0,GCA_000233375.4
NW_012565599.1,0,0,0,6,4,0.08,0,40.62,1.03,58.03,38.68,0,GCA_000233375.4
NW_012564757.1,0,0,0,6,4,1.18,0,41.71,1.04,57.8,38.54,0,GCA_000233375.4
NW_012564655.1,0,0,0,6,4,0.02,0,40.52,1.04,57.75,38.5,0,GCA_000233375.4
NW_012564645.1,0,0,0,6,4,0.21,0,40.33,1.04,57.75,38.5,0,GCA_000233375.4
NW_012563964.1,0,0,0,6,4,0.4,0,40.94,1.04,57.53,38.35,0,GCA_000233375.4
NW_012563733.1,0,0,0,6,4,0.32,0,40.86,1.04,57.42,38.28,0,GCA_000233375.4
NW_012563727.1,0,0,0,6,4,1.57,0,42.11,1.04,57.42,38.28,0,GCA_000233375.4
NW_012563564.1,0,0,0,6,4,0.29,0,40.82,1.05,57.36,38.24,0,GCA_000233375.4
NW_012562129.1,0,0,0,6,4,0.85,0,41.38,1.06,56.82,37.88,0,GCA_000233375.4
NW_012451144.1,0,0,0,7,5,3.49,0,44.03,1.4,50.04,35.74,0,GCA_000233375.4
NW_012561803.1,0,0,0,6,4,0.11,0,40.64,1.06,56.71,37.81,0,GCA_000233375.4
NW_012561612.1,0,0,0,6,4,0.63,0,41.17,1.06,56.66,37.77,0,GCA_000233375.4
NW_012560689.1,0,0,0,6,4,1.26,0,41.8,1.07,56.23,37.49,0,GCA_000233375.4
NW_012559921.1,0,0,0,6,4,0.03,0,40.5,1.07,55.87,37.24,0,GCA_000233375.4
NW_012559887.1,0,0,0,6,4,0.25,0,40.78,1.07,55.87,37.24,0,GCA_000233375.4
NW_012571566.1,0,0,0,7,3,0.39,0,40.93,1.01,69.38,29.73,0,GCA_000233375.4
NW_012571344.1,0,0,0,7,3,7.29,0,47.82,1.01,69.31,29.7,0,GCA_000233375.4
NW_012559169.1,0,0,0,6,4,0.02,0,40.56,1.08,55.56,37.04,0,GCA_000233375.4
NW_012558720.1,0,0,0,6,4,0.42,0,40.96,1.08,55.35,36.9,0,GCA_000233375.4
NW_012558517.1,0,0,0,6,4,0.99,0,41.53,1.09,55.25,36.83,0,GCA_000233375.4
NW_012558316.1,0,0,0,6,4,0.64,0,41.18,1.09,55.15,36.76,0,GCA_000233375.4
NW_012557612.1,0,0,0,6,4,0.38,0,40.91,1.09,54.79,36.53,0,GCA_000233375.4
NW_012442092.1,0,0,0,7,5,3.05,0,43.59,1.45,48.28,34.48,0,GCA_000233375.4
NW_012557366.1,0,0,0,6,4,0.48,0,41.02,1.1,54.69,36.46,0,GCA_000233375.4
NW_012342804.1,0,0,0,6,4,0.12,0,40.66,1.12,53.38,35.59,0,GCA_000233375.4
NW_012561387.1,0,0,0,7,3,0.48,0,40.06,1.06,65.98,28.28,0,GCA_000233375.4
NW_012554049.1,0,0,0,6,4,0.66,0,41.2,1.14,52.82,35.21,0,GCA_000233375.4
NW_012545861.1,0,0,0,6,4,0.63,0,41.17,1.2,50.0,33.33,0,GCA_000233375.4
NW_012541087.1,0,0,0,6,4,1.14,0,41.67,1.21,49.71,33.14,0,GCA_000233375.4
NW_012429985.1,0,0,0,8,4,0.71,0,41.25,1.54,52.05,26.02,0,GCA_000233375.4
NW_012574076.1,0,0,0,6,3,0.48,0,40.06,1.0,59.94,29.97,0,GCA_000233375.4
NW_012561485.1,0,0,0,5,4,0.12,0,40.66,1.06,47.17,37.74,0,GCA_000233375.4
NW_012571880.1,0,0,0,6,3,0.56,0,39.98,1.01,59.52,29.76,0,GCA_000233375.4
NW_012571813.1,0,0,0,6,3,1.03,0,41.57,1.01,59.52,29.76,0,GCA_000233375.4
NW_012570236.1,0,0,0,6,3,0.92,0,41.46,1.01,59.23,29.62,0,GCA_000233375.4
NW_012568668.1,0,0,0,6,3,0.48,0,41.02,1.02,58.88,29.44,0,GCA_000233375.4
NW_012568125.1,0,0,0,6,3,0.75,0,41.29,1.02,58.71,29.35,0,GCA_000233375.4
NW_012567499.1,0,0,0,6,3,0.28,0,40.82,1.02,58.59,29.3,0,GCA_000233375.4
NW_012562403.1,0,0,0,6,3,0.2,0,40.74,1.05,56.98,28.49,0,GCA_000233375.4
NW_012380788.1,0,0,0,5,3,14.11,1,26.43,3.43,14.59,8.75,0,GCA_000233375.4
NW_012478778.1,0,0,0,6,4,0.07,0,40.46,1.29,46.33,30.89,0,GCA_000233375.4
NW_012560724.1,0,0,0,6,3,0.18,0,40.71,1.07,56.29,28.14,0,GCA_000233375.4
NW_012437970.1,0,0,0,7,4,0.42,0,40.96,1.48,47.39,27.08,0,GCA_000233375.4
NW_012559469.1,0,0,0,6,3,1.34,0,41.88,1.08,55.71,27.86,0,GCA_000233375.4
NW_012559128.1,0,0,0,6,3,1.41,0,41.94,1.08,55.56,27.78,0,GCA_000233375.4
NW_012469223.1,0,0,0,6,4,1.23,0,41.77,1.32,45.32,30.21,0,GCA_000233375.4
NW_012558114.1,0,0,0,6,3,0.26,0,40.28,1.09,55.05,27.52,0,GCA_000233375.4
NW_012557435.1,0,0,0,6,3,1.03,0,41.57,1.1,54.69,27.35,0,GCA_000233375.4
NW_012554691.1,0,0,0,6,3,0.15,0,40.69,1.13,53.19,26.6,0,GCA_000233375.4
NW_012553885.1,0,0,0,6,3,0.24,0,40.77,1.14,52.72,26.36,0,GCA_000233375.4
NW_012553858.1,0,0,0,6,3,0.55,0,41.09,1.14,52.68,26.34,0,GCA_000233375.4
NW_012553138.1,0,0,0,6,3,0.4,0,40.94,1.15,52.26,26.13,0,GCA_000233375.4
NW_012537245.1,0,0,0,5,4,1.33,0,41.87,1.21,41.29,33.03,0,GCA_000233375.4
NW_012552627.1,0,0,0,6,3,0.36,0,40.9,1.15,51.99,26.0,0,GCA_000233375.4
NW_012448969.1,0,0,0,6,4,1.52,0,42.06,1.41,42.55,28.37,0,GCA_000233375.4
NW_012552299.1,0,0,0,6,3,0.88,0,41.42,1.16,51.77,25.88,0,GCA_000233375.4
NW_012342927.1,0,0,0,6,3,0.35,0,40.89,1.17,51.33,25.66,0,GCA_000233375.4
NW_012571662.1,0,0,0,5,3,3.67,0,36.87,1.01,49.55,29.73,0,GCA_000233375.4
NW_012550958.1,0,0,0,6,3,0.42,0,40.12,1.17,51.11,25.55,0,GCA_000233375.4
NW_012444515.1,0,0,0,6,4,0.34,0,40.88,1.44,41.78,27.86,0,GCA_000233375.4
NW_012420885.1,0,0,0,7,4,0.88,0,39.66,1.63,42.97,24.55,0,GCA_000233375.4
NW_012550028.1,0,0,0,6,3,0.46,0,41.0,1.18,50.72,25.36,0,GCA_000233375.4
NW_012548117.1,0,0,0,6,3,0.22,0,40.32,1.19,50.29,25.15,0,GCA_000233375.4
NW_012540475.1,0,0,0,6,3,0.27,0,40.81,1.21,49.67,24.83,0,GCA_000233375.4
NW_012540113.1,0,0,0,6,3,0.61,0,41.14,1.21,49.67,24.83,0,GCA_000233375.4
NW_012563699.1,0,0,0,5,3,0.61,0,41.15,1.04,47.85,28.71,0,GCA_000233375.4
NW_012378591.1,0,0,0,5,3,11.96,1,28.58,3.62,13.82,8.29,0,GCA_000233375.4
NW_012436873.1,0,0,0,6,4,1.92,0,42.45,1.48,40.43,26.95,0,GCA_000233375.4
NW_012562556.1,0,0,0,5,3,7.08,0,33.46,1.05,47.53,28.52,0,GCA_000233375.4
NW_012434235.1,0,0,0,6,4,1.58,0,42.12,1.5,39.92,26.61,0,GCA_000233375.4
NW_012510524.1,0,0,0,6,3,0.64,0,41.18,1.24,48.54,24.27,0,GCA_000233375.4
NW_012506202.1,0,0,0,6,3,0.8,0,41.34,1.24,48.35,24.17,0,GCA_000233375.4
NW_012492317.1,0,0,0,6,3,0.16,0,40.7,1.26,47.51,23.75,0,GCA_000233375.4
NW_012381524.1,0,0,0,5,2,16.47,1,24.07,3.37,14.84,5.93,0,GCA_000233375.4
NW_012425264.1,0,0,0,5,5,3.96,0,44.5,1.58,31.61,31.61,0,GCA_000233375.4
NW_012557184.1,0,0,0,5,3,0.23,0,40.76,1.1,45.5,27.3,0,GCA_000233375.4
NW_012484004.1,0,0,0,6,3,0.53,0,41.06,1.28,46.84,23.42,0,GCA_000233375.4
NW_012481057.1,0,0,0,6,3,0.81,0,41.35,1.29,46.55,23.27,0,GCA_000233375.4
NW_012480312.1,0,0,0,6,3,0.9,0,41.44,1.29,46.48,23.24,0,GCA_000233375.4
NW_012573707.1,0,0,0,6,2,0.32,0,40.22,1.0,59.88,19.96,0,GCA_000233375.4
NW_012475930.1,0,0,0,6,3,1.47,0,39.06,1.3,46.05,23.02,0,GCA_000233375.4
NW_012569108.1,0,0,0,6,2,0.26,0,40.28,1.02,58.94,19.65,0,GCA_000233375.4
NW_012451669.1,0,0,0,4,5,2.66,0,43.19,1.4,28.65,35.82,0,GCA_000233375.4
NW_012466011.1,0,0,0,6,3,0.66,0,41.2,1.33,44.94,22.47,0,GCA_000233375.4
NW_012562727.1,0,0,0,6,2,0.57,0,41.1,1.05,57.09,19.03,0,GCA_000233375.4
NW_012385732.1,0,0,0,9,6,1.71,0,38.82,3.1,29.07,19.38,0,GCA_000233375.4
NW_012559307.1,0,0,0,6,2,0.43,0,40.96,1.08,55.61,18.54,0,GCA_000233375.4
NW_012450228.1,0,0,0,6,3,0.7,0,41.24,1.4,42.74,21.37,0,GCA_000233375.4
NW_012448946.1,0,0,0,6,3,0.64,0,41.18,1.41,42.52,21.26,0,GCA_000233375.4
NW_012447545.1,0,0,0,6,3,1.21,0,41.75,1.42,42.31,21.16,0,GCA_000233375.4
NW_012445546.1,0,0,0,6,3,0.23,0,40.77,1.43,41.96,20.98,0,GCA_000233375.4
NW_012445451.1,0,0,0,6,3,0.86,0,41.4,1.43,41.96,20.98,0,GCA_000233375.4
NW_012444197.1,0,0,0,6,3,1.33,0,41.86,1.44,41.72,20.86,0,GCA_000233375.4
NW_012444013.1,0,0,0,6,3,0.88,0,41.42,1.44,41.7,20.85,0,GCA_000233375.4
NW_012443010.1,0,0,0,6,3,0.47,0,40.07,1.45,41.52,20.76,0,GCA_000233375.4
NW_012419467.1,0,0,0,7,3,2.51,0,43.05,1.65,42.5,18.21,0,GCA_000233375.4
NW_012555571.1,0,0,0,6,2,1.54,0,42.08,1.12,53.72,17.91,0,GCA_000233375.4
NW_012441827.1,0,0,0,6,3,1.27,0,41.8,1.45,41.32,20.66,0,GCA_000233375.4
NW_012440856.1,0,0,0,6,3,0.89,0,41.43,1.46,41.15,20.58,0,GCA_000233375.4
NW_012440468.1,0,0,0,6,3,1.66,0,42.19,1.46,41.1,20.55,0,GCA_000233375.4
NW_012561821.1,0,0,0,4,3,0.01,0,40.55,1.06,37.81,28.36,0,GCA_000233375.4
NW_012437917.1,0,0,0,6,3,0.42,0,40.96,1.48,40.62,20.31,0,GCA_000233375.4
NW_012436514.1,0,0,0,6,3,1.12,0,41.66,1.49,40.38,20.19,0,GCA_000233375.4
NW_012426085.1,0,0,0,5,4,2.16,0,42.69,1.57,31.77,25.41,0,GCA_000233375.4
NW_012435147.1,0,0,0,6,3,1.51,0,42.05,1.5,40.11,20.05,0,GCA_000233375.4
NW_012425363.1,0,0,0,5,4,1.65,0,42.19,1.58,31.63,25.3,0,GCA_000233375.4
NW_012434325.1,0,0,0,6,3,1.27,0,41.81,1.5,39.95,19.97,0,GCA_000233375.4
NW_012413616.1,0,0,0,7,3,2.49,0,43.03,1.73,40.49,17.35,0,GCA_000233375.4
NW_012429640.1,0,0,0,6,3,0.63,0,41.17,1.54,38.96,19.48,0,GCA_000233375.4
NW_012549550.1,0,0,0,6,2,0.44,0,40.98,1.19,50.59,16.86,0,GCA_000233375.4
NW_012419884.1,0,0,0,5,4,3.52,0,44.06,1.64,30.47,24.38,0,GCA_000233375.4
NW_012376527.1,0,0,0,5,2,13.32,1,27.22,3.8,13.16,5.26,0,GCA_000233375.4
NW_012560726.1,0,0,0,5,2,0.39,0,40.15,1.07,46.9,18.76,0,GCA_000233375.4
NW_012406390.1,0,0,0,7,3,2.48,0,38.05,1.87,37.41,16.03,0,GCA_000233375.4
NW_012557988.1,0,0,0,5,2,0.53,0,41.06,1.09,45.83,18.33,0,GCA_000233375.4
NW_012411005.1,0,0,0,5,4,1.12,0,41.66,1.77,28.18,22.55,0,GCA_000233375.4
NW_012374177.1,0,0,0,5,2,13.02,1,27.51,4.0,12.51,5.0,0,GCA_000233375.4
NW_012556050.1,0,0,0,5,2,1.19,0,41.73,1.11,44.96,17.99,0,GCA_000233375.4
NW_012473044.1,0,0,0,6,2,1.03,0,41.57,1.31,45.77,15.26,0,GCA_000233375.4
NW_012369819.1,0,0,0,5,2,15.49,1,25.04,4.46,11.21,4.48,0,GCA_000233375.4
NW_012408794.1,0,0,0,5,4,0.2,0,40.74,1.82,27.49,21.99,0,GCA_000233375.4
NW_012467195.1,0,0,0,6,2,2.14,0,42.67,1.33,45.08,15.03,0,GCA_000233375.4
NW_012413301.1,0,0,0,6,3,2.57,0,37.97,1.73,34.62,17.31,0,GCA_000233375.4
NW_012464061.1,0,0,0,6,2,3.05,0,43.59,1.34,44.71,14.9,0,GCA_000233375.4
NW_012427963.1,0,0,0,4,4,1.37,0,41.9,1.56,25.71,25.71,0,GCA_000233375.4
NW_012458379.1,0,0,0,6,2,0.2,0,40.73,1.36,43.96,14.65,0,GCA_000233375.4
NW_012567443.1,0,0,0,3,3,0.87,0,41.41,1.02,29.3,29.3,0,GCA_000233375.4
NW_012430484.1,0,0,0,5,3,0.89,0,41.42,1.53,32.62,19.57,0,GCA_000233375.4
NW_012428405.1,0,0,0,5,3,2.34,0,42.88,1.55,32.24,19.34,0,GCA_000233375.4
NW_012427952.1,0,0,0,5,3,0.59,0,41.13,1.56,32.13,19.28,0,GCA_000233375.4
NW_012427387.1,0,0,0,5,3,1.04,0,41.58,1.56,32.03,19.22,0,GCA_000233375.4
NW_012427343.1,0,0,0,5,3,0.53,0,41.06,1.56,32.03,19.22,0,GCA_000233375.4
NW_012427100.1,0,0,0,5,3,0.96,0,41.5,1.56,31.97,19.18,0,GCA_000233375.4
NW_012425284.1,0,0,0,5,3,1.06,0,41.59,1.58,31.61,18.96,0,GCA_000233375.4
NW_012573392.1,0,0,0,4,2,3.15,0,37.39,1.0,39.88,19.94,0,GCA_000233375.4
NW_012424531.1,0,0,0,5,3,2.38,0,42.92,1.59,31.47,18.88,0,GCA_000233375.4
NW_012443995.1,0,0,0,6,2,0.05,0,40.58,1.44,41.7,13.9,0,GCA_000233375.4
NW_012558568.1,0,0,0,3,3,0.08,0,40.46,1.08,27.65,27.65,0,GCA_000233375.4
NW_012421414.1,0,0,0,5,3,0.19,0,40.73,1.62,30.81,18.48,0,GCA_000233375.4
NW_012441684.1,0,0,0,6,2,3.51,0,44.05,1.45,41.29,13.76,0,GCA_000233375.4
NW_012421146.1,0,0,0,5,3,3.31,0,43.85,1.63,30.75,18.45,0,GCA_000233375.4
NW_012388931.1,0,0,0,6,5,1.37,0,39.16,2.7,22.23,18.53,0,GCA_000233375.4
NW_012502576.1,0,0,0,5,2,1.28,0,41.81,1.25,40.13,16.05,0,GCA_000233375.4
NW_012440100.1,0,0,0,6,2,4.64,0,45.18,1.46,41.01,13.67,0,GCA_000233375.4
NW_012456796.1,0,0,0,4,3,0.35,0,40.89,1.37,29.15,21.87,0,GCA_000233375.4
NW_012439392.1,0,0,0,6,2,2.75,0,43.29,1.47,40.9,13.63,0,GCA_000233375.4
NW_012564616.1,0,0,0,4,2,0.75,0,41.29,1.04,38.5,19.25,0,GCA_000233375.4
NW_012419269.1,0,0,0,5,3,3.0,0,43.54,1.65,30.32,18.19,0,GCA_000233375.4
NW_012374461.1,0,0,0,5,1,23.15,1,17.38,3.98,12.58,2.52,0,GCA_000233375.4
NW_012376956.1,0,0,0,4,2,12.65,1,27.89,3.76,10.64,5.32,0,GCA_000233375.4
NW_012482747.1,0,0,0,5,2,1.68,0,42.21,1.28,38.94,15.58,0,GCA_000233375.4
NW_012415854.1,0,0,0,5,3,0.67,0,41.2,1.69,29.52,17.71,0,GCA_000233375.4
NW_012572854.1,0,0,0,6,1,0.96,0,41.49,1.0,59.7,9.95,0,GCA_000233375.4
NW_012415485.1,0,0,0,5,3,3.7,0,44.24,1.7,29.41,17.65,0,GCA_000233375.4
NW_012414656.1,0,0,0,5,3,0.76,0,41.3,1.71,29.21,17.52,0,GCA_000233375.4
NW_012430291.1,0,0,0,6,2,0.12,0,40.42,1.53,39.11,13.04,0,GCA_000233375.4
NW_012413743.1,0,0,0,5,3,5.58,0,46.12,1.73,28.97,17.38,0,GCA_000233375.4
NW_012413539.1,0,0,0,5,3,0.97,0,41.5,1.73,28.9,17.34,0,GCA_000233375.4
NW_012412393.1,0,0,0,5,3,5.49,0,46.03,1.75,28.59,17.15,0,GCA_000233375.4
NW_012464236.1,0,0,0,5,2,1.04,0,41.58,1.34,37.26,14.9,0,GCA_000233375.4
NW_012411125.1,0,0,0,5,3,5.29,0,45.82,1.77,28.22,16.93,0,GCA_000233375.4
NW_012410169.1,0,0,0,5,3,5.39,0,45.92,1.79,27.93,16.76,0,GCA_000233375.4
NW_012433733.1,0,0,0,4,3,2.12,0,38.42,1.51,26.54,19.91,0,GCA_000233375.4
NW_012454729.1,0,0,0,5,2,0.45,0,40.09,1.38,36.18,14.47,0,GCA_000233375.4
NW_012559437.1,0,0,0,6,1,0.78,0,41.32,1.08,55.71,9.29,0,GCA_000233375.4
NW_012397779.1,0,0,0,6,3,3.26,0,43.79,2.13,28.1,14.05,0,GCA_000233375.4
NW_012407524.1,0,0,0,5,3,0.05,0,40.49,1.84,27.1,16.26,0,GCA_000233375.4
NW_012425694.1,0,0,0,4,3,1.79,0,38.74,1.58,25.36,19.02,0,GCA_000233375.4
NW_012405276.1,0,0,0,5,3,1.19,0,41.73,1.9,26.34,15.81,0,GCA_000233375.4
NW_012404456.1,0,0,0,5,3,5.71,0,34.83,1.92,26.07,15.64,0,GCA_000233375.4
NW_012422511.1,0,0,0,3,4,5.49,0,46.02,1.61,18.63,24.84,0,GCA_000233375.4
NW_012553448.1,0,0,0,6,1,0.5,0,40.03,1.14,52.45,8.74,0,GCA_000233375.4
NW_012511012.1,0,0,0,4,2,0.08,0,40.61,1.24,32.36,16.18,0,GCA_000233375.4
NW_012432836.1,0,0,0,5,2,0.38,0,40.91,1.51,33.05,13.22,0,GCA_000233375.4
NW_012360455.1,0,0,0,5,2,20.75,1,19.78,6.88,7.26,2.9,0,GCA_000233375.4
NW_012574153.1,0,0,0,2,3,0.72,0,41.26,1.0,19.98,29.97,0,GCA_000233375.4
NW_012393413.1,0,0,0,6,3,1.85,0,42.39,2.35,25.59,12.79,0,GCA_000233375.4
NW_012569625.1,0,0,0,2,3,0.94,0,41.48,1.01,19.7,29.56,0,GCA_000233375.4
NW_012569178.1,0,0,0,2,3,1.35,0,41.89,1.02,19.67,29.5,0,GCA_000233375.4
NW_012568815.1,0,0,0,3,2,4.23,0,36.31,1.02,29.44,19.63,0,GCA_000233375.4
NW_012426709.1,0,0,0,5,2,1.71,0,42.25,1.57,31.91,12.76,0,GCA_000233375.4
NW_012566896.1,0,0,0,2,3,0.85,0,41.38,1.03,19.47,29.21,0,GCA_000233375.4
NW_012566384.1,0,0,0,5,1,0.73,0,41.26,1.03,48.54,9.71,0,GCA_000233375.4
NW_012564091.1,0,0,0,3,2,1.02,0,41.55,1.04,28.79,19.19,0,GCA_000233375.4
NW_012563040.1,0,0,0,2,3,0.65,0,41.18,1.05,19.07,28.6,0,GCA_000233375.4
NW_012420510.1,0,0,0,5,2,1.23,0,41.76,1.63,30.62,12.25,0,GCA_000233375.4
NW_012441106.1,0,0,0,3,3,1.66,0,38.87,1.46,20.6,20.6,0,GCA_000233375.4
NW_012451432.1,0,0,0,4,2,0.88,0,41.42,1.4,28.61,14.31,0,GCA_000233375.4
NW_012395495.1,0,0,0,5,3,3.02,0,43.55,2.23,22.38,13.43,0,GCA_000233375.4
NW_012395422.1,0,0,0,5,3,1.42,0,39.11,2.24,22.35,13.41,0,GCA_000233375.4
NW_012413867.1,0,0,0,5,2,1.34,0,41.88,1.72,29.0,11.6,0,GCA_000233375.4
NW_012413331.1,0,0,0,5,2,5.8,0,46.34,1.73,28.85,11.54,0,GCA_000233375.4
NW_012553673.1,0,0,0,5,1,0.39,0,40.93,1.14,43.82,8.76,0,GCA_000233375.4
NW_012553188.1,0,0,0,3,2,1.31,0,41.85,1.15,26.16,17.44,0,GCA_000233375.4
NW_012369206.1,0,0,0,5,1,15.7,1,24.83,4.54,11.01,2.2,0,GCA_000233375.4
NW_012429742.1,0,0,0,3,3,2.87,0,43.4,1.54,19.49,19.49,0,GCA_000233375.4
NW_012552600.1,0,0,0,5,1,0.76,0,41.3,1.16,43.29,8.66,0,GCA_000233375.4
NW_012551168.1,0,0,0,3,2,2.04,0,42.58,1.17,25.6,17.06,0,GCA_000233375.4
NW_012550727.1,0,0,0,2,3,2.28,0,42.82,1.18,16.99,25.49,0,GCA_000233375.4
NW_012571342.1,0,0,0,4,0,13.52,1,54.06,1.01,39.6,0.0,0,GCA_000233375.4
NW_012371264.1,0,0,0,5,1,12.44,1,28.1,4.29,11.66,2.33,0,GCA_000233375.4
NW_012371398.1,0,0,0,5,1,12.03,1,28.5,4.27,11.7,2.34,0,GCA_000233375.4
NW_012567233.1,0,0,0,4,1,3.17,0,43.71,1.02,39.02,9.76,0,GCA_000233375.4
NW_012401359.1,0,0,0,5,2,1.15,0,41.68,2.01,24.9,9.96,0,GCA_000233375.4
NW_012471262.1,0,0,0,2,3,0.31,0,40.85,1.32,15.19,22.78,0,GCA_000233375.4
NW_012357225.1,0,0,0,5,3,9.82,1,50.36,8.52,5.87,3.52,0,GCA_000233375.4
NW_012367969.1,0,0,0,5,1,11.97,1,52.51,4.74,10.55,2.11,0,GCA_000233375.4
NW_012370058.1,0,0,0,5,1,10.36,1,30.18,4.43,11.29,2.26,0,GCA_000233375.4
NW_012398610.1,0,0,0,5,2,1.05,0,41.59,2.1,23.76,9.51,0,GCA_000233375.4
NW_012550863.1,0,0,0,1,1,10.06,1,50.6,1.18,8.5,8.5,0,GCA_000233375.4
NW_012369352.1,0,0,0,5,1,9.87,1,50.41,4.52,11.05,2.21,0,GCA_000233375.4
NW_012395666.1,0,0,0,5,2,0.81,0,41.35,2.23,22.47,8.99,0,GCA_000233375.4
NW_012560440.1,0,0,0,2,2,0.25,0,40.79,1.07,18.71,18.71,0,GCA_000233375.4
NW_012395365.1,0,0,0,5,2,3.03,0,43.57,2.24,22.32,8.93,0,GCA_000233375.4
NW_012369095.1,0,0,0,0,25,7.13,0,47.66,4.56,0.0,54.86,0,GCA_000233375.4
NW_012394586.1,0,0,0,5,2,2.16,0,42.7,2.28,21.92,8.77,0,GCA_000233375.4
NW_012425130.1,0,0,0,5,1,1.28,0,41.82,1.58,31.59,6.32,0,GCA_000233375.4
NW_012384392.1,0,0,0,4,0,23.59,1,16.95,3.18,12.58,0.0,0,GCA_000233375.4
NW_012423027.1,0,0,0,5,1,3.4,0,37.13,1.6,31.15,6.23,0,GCA_000233375.4
NW_012391678.1,0,0,0,5,2,5.33,0,45.87,2.46,20.35,8.14,0,GCA_000233375.4
NW_012374861.1,0,0,0,5,4,2.45,0,38.09,3.94,12.69,10.15,0,GCA_000233375.4
NW_012569023.1,0,0,0,1,3,7.5,0,48.04,1.02,9.82,29.47,0,GCA_000233375.4
NW_012422542.1,0,0,0,2,3,5.92,0,46.46,1.61,12.42,18.63,0,GCA_000233375.4
NW_012548834.1,0,0,0,2,2,0.64,0,41.18,1.19,16.81,16.81,0,GCA_000233375.4
NW_012419431.1,0,0,0,3,2,3.18,0,43.72,1.65,18.21,12.14,0,GCA_000233375.4
NW_012417912.1,0,0,0,3,2,0.46,0,41.0,1.67,18.01,12.0,0,GCA_000233375.4
NW_012342701.1,0,0,0,6,1,1.41,0,41.95,1.97,30.4,5.07,0,GCA_000233375.4
NW_012506352.1,0,0,0,2,2,2.65,0,43.19,1.24,16.12,16.12,0,GCA_000233375.4
NW_012448316.1,0,0,0,4,1,1.12,0,41.65,1.41,28.29,7.07,0,GCA_000233375.4
NW_012413007.1,0,0,0,5,1,1.01,0,41.54,1.74,28.77,5.75,0,GCA_000233375.4
NW_012412691.1,0,0,0,5,1,3.3,0,37.23,1.74,28.69,5.74,0,GCA_000233375.4
NW_012393158.1,0,0,0,3,3,2.57,0,43.11,2.36,12.72,12.72,0,GCA_000233375.4
