Scaffold,tRNA,rRNA,rRNAp,Mito,Plastid,GC,GC-dev,GC-out,Len,MD,PD,Organelle
NC_011910.2,1,0,0,25,73,38.69,1.4,0,2162.6,0.12,0.34,0
NC_011915.2,3,0,0,30,88,37.47,2.63,0,3238.09,0.09,0.27,0
NC_011903.2,2,0,0,0,0,39.08,1.01,0,728.13,0.0,0.0,0
NC_011912.2,4,0,0,17,0,38.62,1.48,0,2356.95,0.07,0.0,0
NC_024752.1,0,0,0,25,25,45.58,3.98,1,16.6,15.06,15.06,1
NW_022872795.1,0,40,0,0,0,49.18,7.57,1,42.18,0.0,0.0,0
NC_046631.1,71,1,1,6,1,40.74,0.86,0,15359.11,0.0,0.0,0
NC_046630.1,8,48,2,4,0,40.28,1.32,0,20982.48,0.0,0.0,0
NW_022872802.1,0,10,0,0,0,47.69,6.08,1,12.61,0.0,0.0,0
NC_046615.1,38,1,1,10,1,40.22,1.38,0,25063.4,0.0,0.0,0
NC_046623.1,26,0,0,8,1,40.1,1.5,0,19875.0,0.0,0.0,0
NC_046620.1,6,0,0,8,4,40.46,1.14,0,22362.97,0.0,0.0,0
NW_022872800.1,2,0,0,0,0,40.52,1.08,0,30.6,0.0,0.0,0
NC_046616.1,31,1,0,41,1,40.53,1.08,0,25106.44,0.02,0.0,0
NC_046612.1,6,1,1,67,11,40.08,1.53,0,27937.78,0.02,0.0,0
NC_046611.1,45,46,1,39,14,40.25,1.35,0,34285.03,0.01,0.0,0
NC_040010.1,4,5,5,250,233,44.83,4.61,1,478.81,5.22,4.87,1
NC_014570.1,3,6,6,100,100,36.89,3.34,1,160.14,6.24,6.24,1
NW_024096453.1,0,0,0,0,50,39.19,1.03,0,127.95,0.0,3.91,0
NW_024096459.1,0,1,1,0,1,53.43,13.21,1,2.38,0.0,4.21,0
NC_052612.1,16,1,1,628,2401,39.46,0.76,0,53951.32,0.12,0.45,0
NC_052615.1,17,30,3,492,1966,39.22,1.0,0,39120.31,0.13,0.5,0
NC_052620.1,20,18,5,552,2064,39.48,0.74,0,44060.38,0.13,0.47,0
NC_052613.1,35,28,18,615,2486,39.5,0.72,0,58486.26,0.11,0.43,0
NC_052619.1,20,121,7,560,3322,39.37,0.86,0,74572.91,0.08,0.45,0
NC_052614.1,17,95,0,548,3087,39.19,1.03,0,72470.69,0.08,0.43,0
NC_052621.1,29,3,1,340,2155,39.6,0.62,0,38819.58,0.09,0.56,0
NC_052617.1,29,196,3,381,2804,39.66,0.57,0,57658.18,0.07,0.49,0
NC_052622.1,22,2,1,442,2105,39.39,0.83,0,50013.13,0.09,0.42,0
NC_052616.1,14,15,7,471,2396,39.19,1.03,0,62829.83,0.07,0.38,0
NC_052618.1,25,143,6,441,2262,39.13,1.09,0,60484.08,0.07,0.37,0
NW_024096441.1,0,0,0,0,34,41.23,1.01,0,167.28,0.0,2.03,0
NW_024096444.1,0,0,0,0,4,40.35,0.13,0,103.05,0.0,0.39,0
NC_039455.1,0,2,2,25,25,31.4,22.63,1,38.72,6.46,6.46,1
NC_040198.1,0,0,0,66,125,55.35,1.32,0,677.5,0.97,1.85,0
NC_040201.1,0,0,0,25,25,61.17,7.14,0,162.97,1.53,1.53,0
NC_040197.1,1,0,0,68,79,56.26,2.23,0,836.81,0.81,0.94,0
NC_040195.1,2,0,0,124,68,55.3,1.27,0,1222.82,1.01,0.56,0
NC_040200.1,1,0,0,0,25,56.95,2.92,0,405.3,0.0,0.62,0
NC_040194.1,3,0,0,26,77,55.33,1.3,0,1303.3,0.2,0.59,0
NC_040193.1,0,0,0,28,39,54.75,0.72,0,1421.71,0.2,0.27,0
NC_018044.1,0,0,0,50,25,14.06,23.27,1,71.36,7.01,3.5,1
NC_047492.1,3,0,0,25,25,39.27,1.94,0,296.04,0.84,0.84,0
NC_047491.1,7,0,0,27,35,38.76,1.43,0,565.21,0.48,0.62,0
NC_047500.1,8,0,0,53,25,39.02,1.69,0,778.93,0.68,0.32,0
NC_047495.1,6,0,0,25,25,39.24,1.92,0,443.13,0.56,0.56,0
NC_047497.1,5,0,0,31,0,38.47,1.14,0,690.55,0.45,0.0,0
NC_047488.1,8,0,0,38,37,38.76,1.43,0,835.81,0.45,0.44,0
NC_047501.1,8,0,0,11,97,38.65,1.32,0,1078.41,0.1,0.9,0
NC_047494.1,6,0,0,23,25,38.94,1.62,0,531.27,0.43,0.47,0
NC_047496.1,7,0,0,13,36,38.8,1.47,0,743.84,0.17,0.48,0
NC_047502.1,11,0,0,4,67,38.46,1.13,0,903.03,0.04,0.74,0
NC_047490.1,14,0,0,20,28,38.31,0.98,0,1477.99,0.14,0.19,0
NC_002008.4,0,0,0,25,25,39.65,5.38,0,16.73,14.95,14.95,1
NC_006587.4,22,8,8,39,41,44.24,0.79,0,88913.99,0.0,0.0,0
NC_006608.4,3,4,4,0,11,45.51,0.48,0,38725.07,0.0,0.0,0
NC_006583.4,6,9,8,202,48,41.7,3.33,0,122014.07,0.02,0.0,0
NC_006588.4,22,9,9,158,33,43.18,1.84,0,80213.19,0.02,0.0,0
NC_006620.4,20,1,1,75,5,41.11,3.92,0,23973.28,0.03,0.0,0
NC_006600.4,8,4,3,103,18,43.01,2.02,0,54357.29,0.02,0.0,0
NC_006619.4,1,2,2,50,6,40.42,4.61,0,31754.29,0.02,0.0,0
NC_006618.4,2,3,2,50,6,38.72,6.31,0,30723.47,0.02,0.0,0
NC_006586.4,2,20,13,75,43,40.41,4.62,0,87912.53,0.01,0.0,0
NC_006585.4,2,9,9,118,38,40.65,4.38,0,94329.25,0.01,0.0,0
NC_008143.1,0,0,0,25,25,43.09,2.76,0,16.92,14.78,14.78,1
NW_017728950.1,5,3,0,21,8,39.21,6.65,1,73173.32,0.0,0.0,0
NW_017728886.1,15,13,6,105,32,41.23,4.63,0,270692.26,0.0,0.0,0
NW_017728912.1,4,3,2,10,4,38.99,6.87,1,40567.06,0.0,0.0,0
NW_017728948.1,4,2,2,39,40,41.37,4.49,0,80678.23,0.0,0.0,0
NW_017728931.1,9,3,0,56,19,41.73,4.13,0,143779.07,0.0,0.0,0
NW_017728907.1,2,2,0,29,28,41.75,4.11,0,66201.06,0.0,0.0,0
NW_017728890.1,0,0,0,25,0,52.94,7.08,1,756.6,0.33,0.0,0
NW_017728910.1,2,1,0,20,6,41.1,4.76,0,45393.21,0.0,0.0,0
NW_017728915.1,5,1,1,20,1,41.23,4.63,0,41294.51,0.0,0.0,0
NW_017728913.1,1,0,0,15,4,41.01,4.85,0,35591.78,0.0,0.0,0
NW_017728914.1,3,2,1,9,3,42.5,3.36,0,37982.97,0.0,0.0,0
NW_017728944.1,9,0,0,2,2,46.44,0.58,0,5908.73,0.0,0.0,0
NW_017728917.1,0,1,0,10,1,41.99,3.87,0,36309.9,0.0,0.0,0
NW_017728932.1,1,0,0,1,7,44.65,1.21,0,18085.14,0.0,0.0,0
NW_017728923.1,1,0,0,5,3,40.34,5.52,0,18989.15,0.0,0.0,0
NW_017728929.1,0,3,2,3,0,43.4,2.46,0,10052.17,0.0,0.0,0
NW_017728927.1,3,0,0,4,1,46.15,0.3,0,16556.42,0.0,0.0,0
NW_017728939.1,0,1,0,3,3,47.35,1.49,0,8819.46,0.0,0.0,0
NW_017728945.1,5,0,0,1,0,48.93,3.08,0,4474.02,0.0,0.0,0
NW_017728924.1,3,2,0,1,0,42.74,3.11,0,18120.08,0.0,0.0,0
NW_017728940.1,1,0,0,1,1,48.32,2.46,0,7865.91,0.0,0.0,0
NW_017728900.1,3,0,0,0,0,49.93,4.07,0,667.16,0.0,0.0,0
NW_017728938.1,0,0,0,2,0,44.88,0.98,0,6161.72,0.0,0.0,0
NW_017728933.1,1,0,0,1,0,45.09,0.77,0,8297.54,0.0,0.0,0
NW_017728919.1,2,0,0,0,25,50.82,4.97,0,3020.64,0.0,0.08,0
NW_017728954.1,1,0,0,0,0,46.44,0.58,0,323.77,0.0,0.0,0
NW_017728953.1,1,0,0,0,14,47.74,1.89,0,1872.86,0.0,0.07,0
NW_017728949.1,5,1,1,100,11,40.18,5.68,0,84437.66,0.01,0.0,0
NW_017728947.1,6,6,4,92,11,41.91,3.95,0,117929.55,0.01,0.0,0
NW_017728935.1,1,0,0,0,0,47.93,2.07,0,8906.65,0.0,0.0,0
NW_017728934.1,0,0,0,1,0,46.01,0.15,0,8809.6,0.0,0.0,0
NW_017728918.1,11,4,2,89,12,40.87,4.99,0,109106.48,0.01,0.0,0
NW_017728906.1,15,5,1,123,30,40.7,5.16,0,203625.13,0.01,0.0,0
NW_017728905.1,0,0,0,0,1,49.37,3.51,0,3051.75,0.0,0.0,0
NW_024066174.1,0,2,2,50,50,29.5,17.46,1,74.17,6.74,6.74,1
NW_024066201.1,0,11,0,0,0,48.16,1.2,0,31.34,0.0,0.0,0
NW_024066202.1,0,9,0,0,0,47.49,0.53,0,30.44,0.0,0.0,0
NW_024066196.1,0,0,0,50,33,51.41,4.45,0,1186.52,0.42,0.28,0
NW_024066206.1,0,5,2,0,0,47.13,0.17,0,16.68,0.0,0.0,0
NW_024066205.1,0,6,0,0,0,47.59,0.63,0,20.04,0.0,0.0,0
NW_024066176.1,5,1,0,50,78,49.53,2.57,0,2847.4,0.18,0.27,0
NW_024066207.1,0,4,1,0,0,45.36,1.6,0,14.8,0.0,0.0,0
NW_024066193.1,1,1,0,0,25,48.73,1.77,0,1278.59,0.0,0.2,0
NW_024066192.1,0,2,0,0,26,44.47,2.49,0,1383.96,0.0,0.19,0
NW_024066189.1,0,5,0,0,0,45.43,1.53,0,1404.27,0.0,0.0,0
NW_024066191.1,0,0,0,25,0,48.66,1.7,0,1396.76,0.18,0.0,0
NW_024066195.1,3,0,0,0,0,49.78,2.82,0,1223.09,0.0,0.0,0
NW_024066178.1,2,2,0,25,75,50.39,3.43,0,2351.08,0.11,0.32,0
NW_024066197.1,0,2,0,17,25,52.31,5.35,0,996.5,0.17,0.25,0
NW_024066188.1,2,0,0,25,25,50.97,4.01,0,1448.73,0.17,0.17,0
NW_024066185.1,1,0,0,0,0,46.54,0.42,0,1536.7,0.0,0.0,0
NW_024066184.1,0,2,0,25,25,46.93,0.03,0,1784.68,0.14,0.14,0
NW_024066183.1,3,1,0,13,0,50.4,3.44,0,1812.19,0.07,0.0,0
NW_024066182.1,1,0,0,0,0,45.0,1.96,0,1939.0,0.0,0.0,0
NC_000886.1,0,0,0,25,25,39.45,11.96,1,16.5,15.15,15.15,1
NW_023618384.1,2,0,0,0,0,52.92,1.51,0,84.1,0.0,0.0,0
NW_023618377.1,2,0,0,0,0,52.96,1.55,0,139.18,0.0,0.0,0
NW_023618381.1,0,0,0,4,0,54.34,2.93,0,104.58,0.38,0.0,0
NW_023618373.1,1,0,0,6,0,49.74,1.67,0,222.06,0.27,0.0,0
NC_051246.1,2,0,0,252,215,42.43,8.98,1,133272.61,0.02,0.02,0
NC_024698.1,0,0,0,25,25,44.49,5.2,0,16.95,14.75,14.75,1
NC_047057.1,1,0,0,21,4,40.65,9.04,1,73732.26,0.0,0.0,0
NC_046357.1,1,0,0,171,37,40.0,9.69,1,75921.45,0.02,0.0,0
NC_046335.1,5,0,0,122,7,41.54,8.15,1,59626.96,0.02,0.0,0
NC_046337.1,20,0,0,96,0,41.81,7.88,1,39246.14,0.02,0.0,0
NW_024108684.1,16,0,0,0,0,54.66,4.97,0,148.71,0.0,0.0,0
NC_046333.1,21,1,0,127,18,39.82,9.87,1,154331.61,0.01,0.0,0
NC_046332.1,15,1,0,141,21,40.15,9.54,1,117954.05,0.01,0.0,0
NC_046339.1,2,7,1,2,0,43.2,6.49,0,25648.98,0.0,0.0,0
NC_046348.1,3,0,0,3,5,47.93,1.76,0,11197.61,0.0,0.0,0
NC_046344.1,4,0,0,2,0,45.88,3.81,0,16611.98,0.0,0.0,0
NC_046349.1,2,0,0,2,0,46.92,2.77,0,15059.07,0.0,0.0,0
NC_046354.1,3,0,0,0,0,53.34,3.65,0,6657.88,0.0,0.0,0
NC_046350.1,1,0,0,0,2,48.33,1.36,0,6847.94,0.0,0.0,0
NW_024108692.1,2,0,0,0,0,50.45,0.76,0,378.7,0.0,0.0,0
NC_047058.1,2,0,0,0,0,44.28,5.41,0,20451.25,0.0,0.0,0
NC_046342.1,1,0,0,1,0,44.33,5.36,0,21037.24,0.0,0.0,0
NC_046356.1,4,0,0,0,25,54.02,4.33,0,5284.03,0.0,0.05,0
NC_046353.1,0,0,0,25,0,50.74,1.05,0,6833.52,0.04,0.0,0
NC_046351.1,1,0,0,0,0,52.14,2.45,0,4876.37,0.0,0.0,0
NC_046343.1,0,0,0,1,0,44.95,4.74,0,19315.57,0.0,0.0,0
NC_009709.1,0,0,0,25,25,46.06,3.43,1,17.55,14.25,14.25,1
NC_047163.1,155,48,10,1,12,41.87,0.75,0,29083.85,0.0,0.0,0
NC_047173.1,138,0,0,0,0,42.59,0.04,0,18431.25,0.0,0.0,0
NC_047151.1,43,0,0,1,11,41.48,1.14,0,30597.44,0.0,0.0,0
NC_047174.1,36,0,0,3,4,41.96,0.66,0,21435.49,0.0,0.0,0
NC_047170.1,37,0,0,0,3,42.61,0.01,0,20800.84,0.0,0.0,0
NC_047164.1,21,1,1,0,9,41.47,1.16,0,24953.33,0.0,0.0,0
NC_047172.1,10,1,1,1,10,41.85,0.77,0,26312.02,0.0,0.0,0
NC_047156.1,14,0,0,0,4,41.87,0.75,0,28531.75,0.0,0.0,0
NW_022986848.1,13,0,0,0,0,44.35,1.72,0,15.29,0.0,0.0,0
NC_047161.1,6,0,0,0,6,42.55,0.08,0,22214.58,0.0,0.0,0
NW_022986827.1,0,3,0,0,0,42.77,0.15,0,107.38,0.0,0.0,0
NC_047155.1,187,1,1,25,10,41.48,1.15,0,30753.83,0.01,0.0,0
NC_047165.1,23,0,0,6,55,41.43,1.19,0,25621.29,0.0,0.02,0
NC_047160.1,97,0,0,2,33,41.64,0.98,0,27686.25,0.0,0.01,0
NC_039437.1,0,0,0,25,25,21.71,30.29,1,15.33,16.3,16.3,1
NW_023144627.1,36,2,1,4,5,52.49,0.49,0,21419.75,0.0,0.0,0
NW_023144634.1,9,1,1,3,2,53.88,1.87,0,11430.18,0.0,0.0,0
NW_023144622.1,10,1,0,2,3,54.1,2.1,0,10182.51,0.0,0.0,0
NW_023144629.1,6,0,0,3,2,53.44,1.44,0,12688.5,0.0,0.0,0
NW_023144626.1,10,0,0,0,1,53.57,1.57,0,14222.9,0.0,0.0,0
NW_023144631.1,60,0,0,50,1,54.43,2.43,0,15695.06,0.03,0.0,0
NW_023144628.1,12,0,0,7,61,55.37,3.37,0,14670.88,0.0,0.04,0
NW_023144632.1,25,0,0,4,31,54.27,2.27,0,18339.76,0.0,0.02,0
NW_023144625.1,11,0,0,1,42,52.34,0.34,0,17203.2,0.0,0.02,0
NW_023144624.1,35,2,0,25,0,56.88,4.87,0,14061.27,0.02,0.0,0
NW_020193990.1,0,0,0,25,22,20.54,4.74,0,5.59,44.68,39.32,0
NW_020193991.1,0,0,0,25,16,19.73,5.55,0,8.05,31.04,19.87,0
NW_020193992.1,0,0,0,25,25,17.34,7.94,0,11.57,21.61,21.61,0
NW_020193994.1,0,0,0,25,25,20.53,4.74,0,18.28,13.67,13.67,0
NW_020193995.1,0,0,0,25,22,19.91,5.37,0,18.58,13.45,11.84,0
NW_020193996.1,0,0,0,25,25,17.53,7.75,0,23.63,10.58,10.58,1
NW_020193993.1,0,0,0,25,10,19.75,5.53,0,12.71,19.66,7.86,0
NW_020193997.1,0,0,0,25,25,17.8,7.47,0,25.29,9.89,9.89,0
NW_020193999.1,0,0,0,25,25,19.03,6.25,0,31.13,8.03,8.03,0
NW_020194000.1,0,0,0,25,25,18.85,6.43,0,33.18,7.53,7.53,0
NW_020193984.1,9,14,1,140,189,49.59,24.31,1,2869.38,0.49,0.66,0
NW_020194001.1,0,0,0,25,25,18.68,6.6,0,34.39,7.27,7.27,0
NW_020194005.1,12,30,0,131,145,49.13,23.85,1,2571.09,0.51,0.56,0
NW_020194002.1,0,0,0,25,25,18.24,7.04,0,38.16,6.55,6.55,0
NW_020194003.1,0,0,0,25,25,18.09,7.19,0,38.49,6.5,6.5,0
NW_020193989.1,0,0,0,25,0,16.81,8.46,0,5.0,50.04,0.0,0
NW_020193988.1,0,0,0,18,0,16.08,9.2,0,3.51,51.31,0.0,0
NW_020194004.1,19,9,0,76,87,49.82,24.54,1,2369.41,0.32,0.37,0
NC_013842.1,0,0,0,25,25,47.72,7.6,1,16.61,15.05,15.05,1
NC_054878.1,39,59,3,23,12,39.58,0.54,0,49349.15,0.0,0.0,0
NC_054887.1,80,0,0,12,1,39.89,0.23,0,35567.97,0.0,0.0,0
NC_054882.1,80,1,1,1,5,39.86,0.26,0,44371.53,0.0,0.0,0
NC_054880.1,6,6,2,22,16,39.58,0.54,0,48124.48,0.0,0.0,0
NW_024571678.1,0,1,0,0,0,43.58,3.45,1,126.78,0.0,0.0,0
NW_024571696.1,1,0,0,0,0,37.39,2.73,1,140.28,0.0,0.0,0
NW_024571695.1,1,0,0,0,0,42.3,2.18,1,140.44,0.0,0.0,0
NW_024571694.1,0,0,0,6,0,38.58,1.54,0,145.2,0.41,0.0,0
NC_054877.1,56,2,0,21,33,39.45,0.67,0,50556.31,0.0,0.01,0
NC_054876.1,73,1,1,34,9,39.28,0.84,0,51411.5,0.01,0.0,0
NC_054871.1,45,1,1,18,38,39.54,0.58,0,54473.06,0.0,0.01,0
NC_054867.1,76,2,2,33,5,39.39,0.73,0,57165.72,0.01,0.0,0
NC_054866.1,51,1,1,43,21,39.41,0.71,0,57563.66,0.01,0.0,0
NC_008282.1,0,1,1,25,25,26.15,17.6,1,29.2,8.56,8.56,1
NC_036439.1,13,6,0,2,0,47.37,3.62,0,4533.89,0.0,0.0,0
NC_036436.1,10,3,0,83,113,47.88,4.13,0,6264.71,0.13,0.18,0
NC_036437.1,17,2,0,111,50,47.18,3.43,0,5123.69,0.22,0.1,0
NC_036442.1,13,3,0,51,50,47.16,3.41,0,3395.26,0.15,0.15,0
NC_036441.1,12,10,0,24,60,47.1,3.35,0,2933.48,0.08,0.2,0
NC_024586.1,0,0,0,25,25,28.3,12.73,1,15.71,15.92,15.92,1
NC_037592.1,26,21,21,20,3,40.73,0.3,0,43189.36,0.0,0.0,0
NC_037595.1,14,12,10,5,2,40.42,0.61,0,31531.29,0.0,0.0,0
NW_020229212.1,0,0,0,4,0,41.39,0.36,0,46.41,0.86,0.0,0
NC_037601.1,11,11,10,37,4,40.86,0.17,0,23662.36,0.02,0.0,0
NC_037599.1,19,21,20,6,34,40.96,0.07,0,26524.63,0.0,0.01,0
NC_037590.1,37,28,26,5,29,40.91,0.13,0,45418.57,0.0,0.01,0
NC_008288.1,0,0,0,25,17,31.8,12.34,1,6.0,41.64,28.31,1
NC_031963.1,0,1,1,25,25,12.9,6.55,1,29.46,8.49,8.49,1
NW_021628349.1,5,0,0,50,39,16.06,3.39,0,595.31,0.84,0.66,0
NW_021628287.1,0,1,1,0,0,29.0,9.54,1,13.45,0.0,0.0,0
NW_021628228.1,0,0,0,25,99,16.41,3.04,0,1343.54,0.19,0.74,0
NW_021628323.1,1,0,0,25,50,16.62,2.84,0,766.56,0.33,0.65,0
NW_021628239.1,3,0,0,0,25,16.42,3.03,0,844.65,0.0,0.3,0
NW_021628229.1,0,4,4,0,0,17.49,1.96,0,345.22,0.0,0.0,0
NW_021628338.1,4,0,0,18,0,16.76,2.69,0,653.97,0.28,0.0,0
NW_021628316.1,1,0,0,28,55,16.83,2.63,0,1436.61,0.19,0.38,0
NW_021628230.1,0,3,2,0,0,17.55,1.9,0,158.54,0.0,0.0,0
NW_021628265.1,1,0,0,25,75,16.85,2.6,0,2021.21,0.12,0.37,0
NW_021628276.1,0,1,1,0,0,16.34,3.11,0,1408.28,0.0,0.0,0
NW_021628226.1,2,0,0,0,0,16.28,3.17,0,311.58,0.0,0.0,0
NW_021628221.1,2,0,0,0,0,16.67,2.79,0,641.22,0.0,0.0,0
NW_021628251.1,1,5,0,28,31,16.47,2.99,0,2020.0,0.14,0.15,0
NW_021628225.1,2,0,0,17,0,16.82,2.63,0,1686.27,0.1,0.0,0
NW_021628210.1,2,0,0,4,25,16.24,3.21,0,454.49,0.09,0.55,0
NC_001566.1,0,0,0,25,25,15.14,11.45,1,16.34,15.3,15.3,1
NW_020555944.1,0,0,0,25,0,16.22,10.38,1,3.84,65.09,0.0,0
NW_020555876.1,0,0,0,25,16,16.81,9.78,1,34.59,7.23,4.63,0
NW_020555925.1,0,0,0,25,8,18.96,7.63,0,8.3,30.12,9.64,0
NW_020555924.1,0,0,0,25,0,15.04,11.56,1,9.09,27.49,0.0,0
NW_020555829.1,0,0,0,25,0,18.03,8.57,1,23.16,10.8,0.0,0
NW_020555873.1,0,0,0,25,0,18.08,8.51,1,36.4,6.87,0.0,0
NW_020555921.1,0,0,0,25,0,19.36,7.24,0,9.72,25.71,0.0,0
NW_020555917.1,0,0,0,25,0,19.51,7.09,0,11.22,22.29,0.0,0
NW_020555916.1,0,0,0,25,0,20.18,6.42,0,11.74,21.3,0.0,0
NW_020555836.1,0,0,0,25,0,22.14,4.46,0,12.64,19.78,0.0,0
NW_020555907.1,0,0,0,25,0,22.66,3.94,0,13.88,18.02,0.0,0
NC_037645.1,10,0,0,610,2,31.92,5.32,0,12717.21,0.48,0.0,0
NW_020555804.1,0,0,0,25,0,22.82,3.78,0,21.07,11.86,0.0,0
NW_020555822.1,0,0,0,25,0,21.32,5.28,0,24.61,10.16,0.0,0
NW_020555874.1,0,0,0,25,0,20.5,6.1,0,35.19,7.1,0.0,0
NW_020555902.1,0,4,1,0,0,46.14,19.54,1,15.5,0.0,0.0,0
NW_020555904.1,0,4,1,0,0,45.22,18.62,1,14.63,0.0,0.0,0
NW_020555841.1,0,1,1,25,0,23.36,3.24,0,73.65,3.39,0.0,0
NW_020555851.1,0,3,1,0,0,44.7,18.1,1,10.53,0.0,0.0,0
NW_020555853.1,0,2,0,0,0,50.68,24.08,1,5.95,0.0,0.0,0
NW_020555863.1,0,0,0,50,2,22.35,4.24,0,108.71,4.6,0.18,0
NC_037639.1,17,0,0,241,3,34.3,7.7,0,16089.51,0.15,0.0,0
NW_020555855.1,0,1,1,0,0,42.57,15.97,1,4.5,0.0,0.0,0
NW_020555866.1,0,0,0,25,2,23.38,3.21,0,66.19,3.78,0.3,0
NC_037652.1,12,0,0,695,47,32.07,5.47,0,9534.51,0.73,0.05,0
NW_020555872.1,0,0,0,25,1,23.41,3.18,0,49.51,5.05,0.2,0
NW_020555842.1,0,2,1,0,0,35.28,8.68,1,60.27,0.0,0.0,0
NW_020555938.1,0,1,0,0,0,50.17,23.57,1,5.44,0.0,0.0,0
NW_020555901.1,0,0,0,6,0,23.03,3.57,0,15.88,3.78,0.0,0
NW_020555812.1,0,1,0,0,0,49.4,22.81,1,6.72,0.0,0.0,0
NC_037640.1,13,28,0,939,35,32.82,6.22,0,13619.45,0.69,0.03,0
NW_020555858.1,0,1,1,0,0,36.01,9.41,1,2.99,0.0,0.0,0
NW_020555864.1,0,0,0,25,2,21.75,4.85,0,92.71,2.7,0.22,0
NW_020555862.1,0,0,0,50,1,19.51,7.08,0,120.69,4.14,0.08,0
NW_020555857.1,0,1,0,0,0,43.15,16.55,1,3.07,0.0,0.0,0
NW_020555825.1,0,1,0,0,0,43.17,16.57,1,3.62,0.0,0.0,0
NW_020555813.1,0,1,0,0,0,40.34,13.74,1,4.25,0.0,0.0,0
NW_020555860.1,0,0,0,25,12,20.18,6.42,0,311.92,0.8,0.38,0
NC_037644.1,6,1,0,841,28,29.62,3.02,0,14198.7,0.59,0.02,0
NC_037638.1,5,0,0,1175,52,33.99,7.4,0,27754.2,0.42,0.02,0
NC_037649.1,6,11,0,583,30,33.2,6.6,0,11514.24,0.51,0.03,0
NC_037648.1,9,0,0,858,35,30.05,3.45,0,16352.6,0.52,0.02,0
NC_037643.1,6,1,0,670,50,31.7,5.11,0,17789.1,0.38,0.03,0
NC_037647.1,5,0,0,384,62,32.54,5.94,0,12360.05,0.31,0.05,0
NW_020555880.1,0,3,1,0,0,28.47,1.87,0,30.15,0.0,0.0,0
NC_037642.1,4,0,0,534,27,33.4,6.8,0,13896.94,0.38,0.02,0
NC_037641.1,28,1,0,437,31,33.26,6.66,0,13404.45,0.33,0.02,0
NC_037653.1,9,0,0,404,9,30.99,4.39,0,7238.53,0.56,0.01,0
NC_037651.1,4,0,0,303,28,32.97,6.37,0,10670.84,0.28,0.03,0
NC_037646.1,4,3,0,411,26,31.32,4.72,0,12354.65,0.33,0.02,0
NW_020555850.1,0,1,1,0,1,31.6,5.0,0,18.31,0.0,0.55,0
NC_037650.1,7,0,0,413,9,34.71,8.12,0,11279.72,0.37,0.01,0
NC_011573.1,0,0,0,25,25,38.73,2.61,0,16.81,14.87,14.87,1
NW_023260509.1,0,0,0,25,24,42.96,1.62,0,74.61,3.35,3.22,0
NC_048306.1,2,2,1,34,41,42.51,1.17,0,104972.51,0.0,0.0,0
NC_048312.1,4,0,0,6,7,44.26,2.92,0,32210.12,0.0,0.0,0
NW_023260580.1,1,0,0,0,0,51.19,9.86,1,61.3,0.0,0.0,0
NW_023260579.1,1,0,0,0,0,51.2,9.86,1,61.32,0.0,0.0,0
NC_048299.1,9,4,2,267,116,41.41,0.07,0,283098.4,0.01,0.0,0
NC_048301.1,12,0,0,170,45,42.41,1.07,0,142343.55,0.01,0.0,0
NW_023260525.1,0,0,0,1,0,30.51,10.83,1,93.96,0.11,0.0,0
NW_023260519.1,0,0,0,0,1,20.69,20.65,1,132.71,0.0,0.08,0
NW_023260518.1,0,0,0,0,1,20.72,20.62,1,132.77,0.0,0.08,0
NC_048308.1,4,2,1,111,27,41.67,0.33,0,76047.9,0.01,0.0,0
NC_048305.1,2,1,0,120,54,42.11,0.77,0,109307.98,0.01,0.0,0
NC_048303.1,2,2,0,116,51,41.12,0.22,0,129675.69,0.01,0.0,0
NC_012059.1,0,0,0,25,25,38.92,8.4,0,16.39,15.25,15.25,1
NW_022983471.1,0,106,1,0,0,71.74,24.42,1,134.77,0.0,0.0,0
NW_022983264.1,0,53,0,0,0,64.22,16.9,1,72.05,0.0,0.0,0
NW_022983409.1,0,28,1,0,0,73.08,25.77,1,30.14,0.0,0.0,0
NW_022983301.1,0,39,0,0,0,63.74,16.42,1,57.41,0.0,0.0,0
NW_022983315.1,0,29,0,0,0,69.34,22.03,1,55.48,0.0,0.0,0
NW_022983307.1,0,27,0,0,0,68.52,21.2,1,56.77,0.0,0.0,0
NW_022983287.1,0,40,0,0,0,61.29,13.97,1,64.25,0.0,0.0,0
NW_022983341.1,0,39,0,0,0,59.7,12.38,1,362.03,0.0,0.0,0
NW_022983302.1,0,30,2,0,0,61.62,14.3,1,57.31,0.0,0.0,0
NW_022983352.1,0,22,0,0,0,62.45,15.14,1,45.83,0.0,0.0,0
NW_022983410.1,0,18,1,0,0,62.01,14.7,1,30.01,0.0,0.0,0
NW_022983334.1,0,153,0,0,0,52.21,4.89,0,420.47,0.0,0.0,0
NC_047050.1,6,5,4,37,5,40.34,6.98,0,78442.77,0.0,0.0,0
NW_022983333.1,0,0,0,25,1,44.8,2.51,0,51.11,4.89,0.2,0
NW_022983379.1,0,21,0,0,0,59.34,12.03,0,38.03,0.0,0.0,0
NW_022983355.1,0,0,0,25,0,44.62,2.7,0,305.4,0.82,0.0,0
NW_022983296.1,0,13,6,0,0,46.23,1.08,0,1040.43,0.0,0.0,0
NW_022983283.1,0,19,0,0,0,52.32,5.0,0,65.05,0.0,0.0,0
NW_022983184.1,0,0,0,13,0,39.31,8.01,0,105.72,1.23,0.0,0
NC_047055.1,7,1,1,223,45,39.43,7.88,0,128693.45,0.02,0.0,0
